File Name,Trial Number,Initial Soft Constraints,Initial Hard Constraints,Final Soft Constraints,Final Hard Constraints,Timestamp,feasible : infeasible
car-s-91,1,0.5935575925085481,0.0,0.5935575925085481,0.0,2024-07-12 21:16:49,41:59
yor-f-83,1,0.8565262430939226,0.0,0.8565262430939226,0.0,2024-07-12 21:18:07,28:72
kfu-s-93,1,1.751641552921533,0.0,1.7512348284096024,0.0,2024-07-12 21:26:15,4:96
yor-f-83,1,0.8672173820654484,0.0,0.8672173820654484,0.0,2024-07-12 21:28:27,39:61
kfu-s-93,1,1.5966767301401383,0.0,1.5966767301401383,0.0,2024-07-12 21:40:54,97:3
sta-f-83,1,4.303292304606713,0.0,4.303292304606713,0.0,2024-07-12 21:41:20,57:43
sta-f-83,1,4.24640873832433,0.0,4.24640873832433,0.0,2024-07-12 21:41:49,94:6
uta-s-92,1,0.5940159845488374,0.0,0.5940159845488374,0.0,2024-07-12 21:55:44,55:45
kfu-s-93,1,1.7515620899166,0.0,1.7515620899166,0.0,2024-07-12 21:56:45,62:38
kfu-s-93,1,1.6484290711469507,0.0,1.6476156221230895,0.0,2024-07-12 22:47:48,40:60
ear-f-83,1,1.032564005073188,0.0,1.0282809634664587,0.0,2024-07-12 22:47:58,93:7
yor-f-83,1,0.8283441351466213,0.0,0.8166038036549086,0.0,2024-07-12 22:48:31,13:87
sta-f-83,1,4.275203298621061,0.0,4.271606176318902,0.0,2024-07-12 22:48:37,7:93
ear-f-83,1,1.0467886967836868,0.0,1.0467886967836868,0.0,2024-07-12 22:48:44,69:31
sta-f-83,1,4.4842710552774285,0.0,4.4842710552774285,0.0,2024-07-12 22:49:03,6:94
car-f-92,1,0.6932552288466448,0.0,0.6932552288466448,0.0,2024-07-12 22:51:10,79:21
car-f-92,1,0.6972131769973829,0.0,0.6972131769973829,0.0,2024-07-12 22:56:30,28:72
ear-f-83,1,1.0335064430584076,0.0,1.0335064430584076,0.0,2024-07-12 23:03:26,78:22
ear-f-83,1,1.066908224164626,0.0,1.066908224164626,0.0,2024-07-12 23:03:39,13:87
ear-f-83,1,1.0342948049238472,0.0,1.0342948049238472,0.0,2024-07-12 23:03:46,65:35
tre-s-92,1,0.8186156761911547,0.0,0.8159815765742965,0.0,2024-07-12 23:04:19,45:55
kfu-s-93,1,1.694213473612761,0.0,1.694213473612761,0.0,2024-07-12 23:05:07,24:76
kfu-s-93,1,1.6572185445211847,0.0,1.6551849219615318,0.0,2024-07-12 23:06:31,56:44
uta-s-92,1,0.58648600585379,0.0,0.58648600585379,0.0,2024-07-12 23:09:50,96:4
tre-s-92,1,0.7948439045713918,0.0,0.7948439045713918,0.0,2024-07-12 23:10:14,57:43
uta-s-92,1,0.6046778961879822,0.0,0.6046778961879822,0.0,2024-07-12 23:17:40,29:71
car-s-91,1,0.5779621224908214,0.0,0.5779621224908214,0.0,2024-07-12 23:32:09,67:33
car-f-92,1,0.7204745835039588,0.0,0.7197839757691521,0.0,2024-07-12 23:33:58,2:98
ear-f-83,1,1.0420375245698221,0.0,1.0351296298329802,0.0,2024-07-12 23:34:06,3:97
kfu-s-93,1,1.7151101503567048,0.0,1.7151101503567048,0.0,2024-07-12 23:35:04,77:23
sta-f-83,1,4.276262769653936,0.0,4.276262769653936,0.0,2024-07-12 23:35:07,19:81
tre-s-92,1,0.7926676799832021,0.0,0.7926676799832021,0.0,2024-07-12 23:35:22,57:43
uta-s-92,1,0.5909073810382872,0.0,0.5909073810382872,0.0,2024-07-12 23:37:00,62:38
yor-f-83,0,0.8508552911177221,0.0,0.8484381640458989,0.0,2024-07-12 23:42:53,5:95
yor-f-83,1,0.8320627921801955,0.0,0.8210396302592435,0.0,2024-07-12 23:43:58,86:14
car-s-91,0,0.6382022473844188,0.0,0.6382022473844188,0.0,2024-07-12 23:45:19,1:99
car-f-92,1,0.7030974179218121,0.0,0.7030974179218121,0.0,2024-07-12 23:46:36,22:78
ear-f-83,2,1.0314466272085387,0.0,1.0082170956548475,0.0,2024-07-12 23:46:44,21:79
kfu-s-93,3,1.778481758754182,0.0,1.775037173226222,0.0,2024-07-12 23:47:25,15:85
sta-f-83,4,4.302551912127069,0.0,4.295807307810522,0.0,2024-07-12 23:47:31,14:86
tre-s-92,5,0.8179672770313045,0.0,0.8179672770313045,0.0,2024-07-12 23:47:38,89:11
uta-s-92,6,0.6120971864587117,0.0,0.6120971864587117,0.0,2024-07-12 23:54:39,17:83
yor-f-83,7,0.841346153846154,0.0,0.841346153846154,0.0,2024-07-12 23:55:14,54:46
car-s-91,0,0.5955266801284287,0.0,0.5955266801284287,0.0,2024-07-13 00:13:59,83:17
car-f-92,1,0.6931637033399044,0.0,0.6929335007616355,0.0,2024-07-13 00:16:02,6:94
ear-f-83,2,1.0249211432242196,0.0,1.0232764063821143,0.0,2024-07-13 00:16:11,51:49
kfu-s-93,3,1.7065765966312472,0.0,1.7041607740423672,0.0,2024-07-13 00:16:56,17:83
sta-f-83,4,4.254322537625223,0.0,4.254322537625223,0.0,2024-07-13 00:17:11,52:48
tre-s-92,5,0.8086487800518813,0.0,0.8009859448028391,0.0,2024-07-13 00:17:38,15:85
uta-s-92,6,0.6023036394314135,0.0,0.6023036394314135,0.0,2024-07-13 00:20:29,50:50
yor-f-83,7,0.8544012962175945,0.0,0.8544012962175945,0.0,2024-07-13 00:21:03,30:70
car-s-91,0,0.5844965078698094,0.0,0.5835800855824194,0.0,2024-07-13 00:38:48,39:61
car-f-92,1,0.6873623772914255,0.0,0.6873623772914255,0.0,2024-07-13 00:40:41,95:5
ear-f-83,2,1.035495980981036,0.0,1.0348772057935367,0.0,2024-07-13 00:40:52,67:33
kfu-s-93,3,1.725682802089173,0.0,1.7237847543668303,0.0,2024-07-13 00:41:56,40:60
sta-f-83,4,4.294770628102876,0.0,4.294770628102876,0.0,2024-07-13 00:42:16,26:74
tre-s-92,5,0.7993421566550494,0.0,0.7993421566550494,0.0,2024-07-13 00:42:24,46:54
uta-s-92,6,0.6008571399636065,0.0,0.6008571399636065,0.0,2024-07-13 00:43:49,68:32
yor-f-83,7,0.8426476838079049,0.0,0.834015087122822,0.0,2024-07-13 00:44:29,42:58
car-s-91,8,0.5854071883015852,0.0,0.5854071883015852,0.0,2024-07-13 00:46:02,45:55
car-f-92,9,0.6986123733233929,0.0,0.6986123733233929,0.0,2024-07-13 00:52:15,42:58
ear-f-83,10,0.9939606278893562,0.0,0.9933770602962654,0.0,2024-07-13 00:52:24,46:54
kfu-s-93,11,1.6960434693465132,0.0,1.6960434693465132,0.0,2024-07-13 00:53:25,86:14
sta-f-83,12,4.340339929359915,0.0,4.3362931667699876,0.0,2024-07-13 00:53:30,29:71
tre-s-92,13,0.7896162083151324,0.0,0.7896162083151324,0.0,2024-07-13 00:53:41,56:44
uta-s-92,14,0.5941656575754308,0.0,0.5920555289580676,0.0,2024-07-13 00:56:27,35:65
yor-f-83,15,0.867668933276668,0.0,0.867668933276668,0.0,2024-07-13 00:57:06,40:60
car-s-91,16,0.6003200291464952,0.0,0.5989286250707466,0.0,2024-07-13 01:09:21,13:87
car-f-92,17,0.6880761016505655,0.0,0.6880761016505655,0.0,2024-07-13 01:10:23,62:38
ear-f-83,18,1.0263149659042243,0.0,1.0218691320675986,0.0,2024-07-13 01:10:31,65:35
kfu-s-93,19,1.7075462799534578,0.0,1.7037501845087721,0.0,2024-07-13 01:12:21,20:80
sta-f-83,20,4.562054266796555,0.0,4.562054266796555,0.0,2024-07-13 01:12:24,2:98
tre-s-92,21,0.8260138164756583,0.0,0.8260138164756583,0.0,2024-07-13 01:12:32,9:91
uta-s-92,22,0.6042456013699773,0.0,0.6042456013699773,0.0,2024-07-13 01:14:11,18:82
yor-f-83,23,0.8546005099872503,0.0,0.8325010624734381,0.0,2024-07-13 01:15:07,31:69
car-s-91,24,0.5946415060766783,0.0,0.5946415060766783,0.0,2024-07-13 01:23:17,22:78
car-f-92,25,0.6999227197303733,0.0,0.6999227197303733,0.0,2024-07-13 01:24:55,84:16
ear-f-83,26,1.0247316536176663,0.0,1.0096000746702978,0.0,2024-07-13 01:25:04,31:69
kfu-s-93,27,1.7091533007469062,0.0,1.7091533007469062,0.0,2024-07-13 01:26:20,83:17
sta-f-83,28,4.2701110653837535,0.0,4.2701110653837535,0.0,2024-07-13 01:26:33,93:7
tre-s-92,29,0.7937509100476131,0.0,0.7937509100476131,0.0,2024-07-13 01:26:49,54:46
uta-s-92,30,0.5983559594859814,0.0,0.5983559594859814,0.0,2024-07-13 01:28:23,75:25
yor-f-83,31,0.8696610709732258,0.0,0.8665533361665959,0.0,2024-07-13 01:29:06,38:62
car-s-91,32,0.5818255122128654,0.0,0.5813253744575114,0.0,2024-07-13 01:33:15,73:27
car-f-92,33,0.6911170601367814,0.0,0.6911170601367814,0.0,2024-07-13 01:34:49,87:13
ear-f-83,34,1.041964707303414,0.0,1.040415641780228,0.0,2024-07-13 01:35:00,63:37
kfu-s-93,35,1.6794384160331406,0.0,1.6755067457511448,0.0,2024-07-13 01:35:55,35:65
sta-f-83,36,4.281633057059059,0.0,4.281633057059059,0.0,2024-07-13 01:36:02,83:17
tre-s-92,37,0.8074065455311271,0.0,0.8074065455311271,0.0,2024-07-13 01:36:23,34:66
uta-s-92,38,0.5977502229680569,0.0,0.5977502229680569,0.0,2024-07-13 01:38:24,20:80
yor-f-83,39,0.8574426264343392,0.0,0.8574426264343392,0.0,2024-07-13 01:39:22,79:21
car-s-91,0,0.5933393343716379,0.0,0.5929748617872648,0.0,2024-07-13 08:30:23,20:80
car-f-92,1,0.6955269785404261,0.0,0.6948363708056194,0.0,2024-07-13 08:44:19,42:58
ear-f-83,2,1.0048339409445795,0.0,1.0048339409445795,0.0,2024-07-13 08:44:35,64:36
kfu-s-93,3,1.721829766593182,0.0,1.721829766593182,0.0,2024-07-13 08:45:56,29:71
sta-f-83,4,4.354913353893279,0.0,4.354913353893279,0.0,2024-07-13 08:46:06,57:43
tre-s-92,5,0.797706219132591,0.0,0.7974667555310585,0.0,2024-07-13 08:47:46,42:58
uta-s-92,6,0.5978985161187408,0.0,0.596089834446715,0.0,2024-07-13 09:10:59,45:55
yor-f-83,7,0.8829021461963451,0.0,0.8829021461963451,0.0,2024-07-13 09:13:07,28:72
car-s-91,8,0.5978335351712386,0.0,0.5978335351712386,0.0,2024-07-13 09:39:44,17:83
car-f-92,9,0.7017652643412634,0.0,0.7010746566064568,0.0,2024-07-13 09:53:54,8:92
ear-f-83,10,1.0353175409314022,0.0,1.0270042935421173,0.0,2024-07-13 09:54:24,58:42
kfu-s-93,11,1.6694557552565215,0.0,1.6694557552565215,0.0,2024-07-13 09:55:35,60:40
sta-f-83,12,4.200385238514475,0.0,4.200385238514475,0.0,2024-07-13 09:55:40,94:6
tre-s-92,13,0.7999120495615836,0.0,0.7999120495615836,0.0,2024-07-13 09:56:21,87:13
uta-s-92,14,0.6075928985502634,0.0,0.6022673358492987,0.0,2024-07-13 10:13:06,45:55
yor-f-83,15,0.8789842753931151,0.0,0.8789842753931151,0.0,2024-07-13 10:14:35,29:71
car-s-91,16,0.5982659264074603,0.0,0.5982659264074603,0.0,2024-07-13 10:28:10,10:90
car-f-92,17,0.6800196462963743,0.0,0.6800196462963743,0.0,2024-07-13 10:29:10,62:38
ear-f-83,18,1.0246495025640463,0.0,1.0246495025640463,0.0,2024-07-13 10:29:19,88:12
kfu-s-93,19,1.6362476501588523,0.0,1.6362476501588523,0.0,2024-07-13 10:31:06,97:3
sta-f-83,20,4.285082035747217,0.0,4.285082035747217,0.0,2024-07-13 10:31:11,85:15
tre-s-92,21,0.8232306721510119,0.0,0.8165256913081,0.0,2024-07-13 10:31:36,19:81
uta-s-92,22,0.6008255478496876,0.0,0.6000216893287873,0.0,2024-07-13 10:33:01,60:40
yor-f-83,23,0.8461936889077772,0.0,0.8461936889077772,0.0,2024-07-13 10:33:37,43:57
car-s-91,24,0.5901228624313363,0.0,0.5901228624313363,0.0,2024-07-13 10:37:07,52:48
car-f-92,25,0.6892234639518974,0.0,0.6892234639518974,0.0,2024-07-13 10:38:03,37:63
ear-f-83,26,1.0349640237407622,0.0,1.0347665043319754,0.0,2024-07-13 10:38:09,70:30
kfu-s-93,27,1.7710942759765347,0.0,1.7678710089510221,0.0,2024-07-13 10:41:04,24:76
sta-f-83,28,4.360162521684318,0.0,4.360162521684318,0.0,2024-07-13 10:41:17,21:79
tre-s-92,29,0.7952963896184893,0.0,0.7952963896184893,0.0,2024-07-13 10:42:00,12:88
uta-s-92,30,0.6001557859183109,0.0,0.6001557859183109,0.0,2024-07-13 10:46:31,88:12
yor-f-83,31,0.8558754781130472,0.0,0.8558754781130472,0.0,2024-07-13 10:47:21,63:37
car-s-91,32,0.5864836018013541,0.0,0.5864836018013541,0.0,2024-07-13 10:51:32,86:14
car-f-92,33,0.6975258012818333,0.0,0.6975258012818333,0.0,2024-07-13 10:54:10,53:47
ear-f-83,34,1.0349389048722368,0.0,1.0248967792943657,0.0,2024-07-13 10:54:27,33:67
kfu-s-93,35,1.703991472289819,0.0,1.703991472289819,0.0,2024-07-13 10:54:54,84:16
sta-f-83,36,4.294354198031872,0.0,4.294354198031872,0.0,2024-07-13 10:55:00,80:20
tre-s-92,37,0.8047720943937318,0.0,0.8047720943937318,0.0,2024-07-13 10:55:08,56:44
uta-s-92,38,0.6022148508394751,0.0,0.6022148508394751,0.0,2024-07-13 10:58:45,85:15
yor-f-83,39,0.8535645983850404,0.0,0.8535645983850404,0.0,2024-07-13 10:59:58,85:15
car-s-91,40,0.5882177344108251,0.0,0.5882177344108251,0.0,2024-07-13 11:06:52,79:21
car-f-92,41,0.6966137716580889,0.0,0.6966137716580889,0.0,2024-07-13 11:08:11,71:29
ear-f-83,42,1.035384730473168,0.0,1.022555783104747,0.0,2024-07-13 11:08:22,54:46
kfu-s-93,43,1.6892344744840473,0.0,1.688421025460186,0.0,2024-07-13 11:09:23,20:80
sta-f-83,44,4.374462775905272,0.0,4.374462775905272,0.0,2024-07-13 11:09:30,32:68
tre-s-92,45,0.8042645377958006,0.0,0.8042645377958006,0.0,2024-07-13 11:09:37,53:47
uta-s-92,46,0.6017683967542533,0.0,0.6017683967542533,0.0,2024-07-13 11:15:46,93:7
yor-f-83,47,0.8303362728431789,0.0,0.8303362728431789,0.0,2024-07-13 11:16:59,69:31
car-s-91,48,0.6035075950856208,0.0,0.6035075950856208,0.0,2024-07-13 11:18:28,6:94
car-f-92,49,0.6852843412816427,0.0,0.6852843412816427,0.0,2024-07-13 11:19:38,60:40
ear-f-83,50,1.0480364045153567,0.0,1.0480364045153567,0.0,2024-07-13 11:19:47,44:56
kfu-s-93,51,1.7099133296499063,0.0,1.7099133296499063,0.0,2024-07-13 11:20:15,43:57
sta-f-83,52,4.312734750649879,0.0,4.304641225470022,0.0,2024-07-13 11:20:23,16:84
tre-s-92,53,0.8053844431695967,0.0,0.8053844431695967,0.0,2024-07-13 11:21:13,30:70
uta-s-92,54,0.5993715357241503,0.0,0.5938450083929605,0.0,2024-07-13 11:28:41,34:66
yor-f-83,55,0.8317307692307692,0.0,0.8205349553761155,0.0,2024-07-13 11:29:55,62:38
car-s-91,56,0.6073422878247874,0.0,0.6071590033673094,0.0,2024-07-13 11:36:00,6:94
car-f-92,57,0.7095065502015081,0.0,0.7095065502015081,0.0,2024-07-13 11:37:06,5:95
ear-f-83,58,1.0453595292476967,0.0,1.0443726871424337,0.0,2024-07-13 11:37:13,19:81
kfu-s-93,59,1.688391738718646,0.0,1.6882561638813356,0.0,2024-07-13 11:38:01,49:51
sta-f-83,60,4.363634291697706,0.0,4.363634291697706,0.0,2024-07-13 11:38:22,38:62
tre-s-92,61,0.7955876048546705,0.0,0.7955876048546705,0.0,2024-07-13 11:38:37,98:2
uta-s-92,62,0.6052466536890373,0.0,0.6052466536890373,0.0,2024-07-13 11:40:13,77:23
yor-f-83,63,0.84663195920102,0.0,0.8435242243943901,0.0,2024-07-13 11:41:21,83:17
car-s-91,64,0.5910013171595466,0.0,0.5910013171595466,0.0,2024-07-13 11:51:14,40:60
car-f-92,65,0.6913086991065804,0.0,0.6895821797695638,0.0,2024-07-13 11:54:49,58:42
ear-f-83,66,1.0350920201609803,0.0,1.0334472833188753,0.0,2024-07-13 11:55:00,81:19
kfu-s-93,67,1.6387608344839442,0.0,1.6376762357854626,0.0,2024-07-13 11:55:53,71:29
sta-f-83,68,4.285751449528285,0.0,4.285751449528285,0.0,2024-07-13 11:55:57,53:47
tre-s-92,69,0.8099099966816461,0.0,0.8099099966816461,0.0,2024-07-13 11:56:08,68:32
uta-s-92,70,0.5939897254688395,0.0,0.5939897254688395,0.0,2024-07-13 11:58:53,45:55
yor-f-83,71,0.8396063535911601,0.0,0.8285964725881854,0.0,2024-07-13 11:59:32,28:72
car-s-91,72,0.5929377671868615,0.0,0.5929377671868615,0.0,2024-07-13 12:01:08,88:12
car-f-92,73,0.6941497707837613,0.0,0.6932289604706858,0.0,2024-07-13 12:02:38,69:31
ear-f-83,74,1.0230185605103934,0.0,1.021183098707545,0.0,2024-07-13 12:02:47,78:22
kfu-s-93,75,1.7204860273945373,0.0,1.7204860273945373,0.0,2024-07-13 12:03:33,72:28
sta-f-83,76,4.2345933897342665,0.0,4.2345933897342665,0.0,2024-07-13 12:03:45,91:9
tre-s-92,77,0.8178373706638771,0.0,0.8101745354148349,0.0,2024-07-13 12:04:04,53:47
uta-s-92,78,0.6038249588374315,0.0,0.6038249588374315,0.0,2024-07-13 12:08:17,13:87
yor-f-83,79,0.8465921164470889,0.0,0.8465921164470889,0.0,2024-07-13 12:08:54,20:80
car-s-91,80,0.5925926472378994,0.0,0.5925926472378994,0.0,2024-07-13 12:18:05,56:44
car-f-92,81,0.7020532301372758,0.0,0.7020532301372758,0.0,2024-07-13 12:20:49,59:41
ear-f-83,82,1.0290793454269933,0.0,1.0290793454269933,0.0,2024-07-13 12:20:57,17:83
kfu-s-93,83,1.7246380039114018,0.0,1.7144698911131373,0.0,2024-07-13 12:24:05,26:74
sta-f-83,84,4.280852942555442,0.0,4.280852942555442,0.0,2024-07-13 12:24:09,79:21
tre-s-92,85,0.798847450085646,0.0,0.798847450085646,0.0,2024-07-13 12:24:17,49:51
uta-s-92,86,0.6050734398965503,0.0,0.6050734398965503,0.0,2024-07-13 12:26:08,94:6
yor-f-83,87,0.8500185932851678,0.0,0.8258473225669358,0.0,2024-07-13 12:26:48,48:52
car-s-91,88,0.6476312902950394,0.0,0.6444238122891743,0.0,2024-07-13 12:30:07,1:99
car-f-92,89,0.6943844572388933,0.0,0.6943844572388933,0.0,2024-07-13 12:30:57,99:1
ear-f-83,90,1.0446898300152634,0.0,1.0446898300152634,0.0,2024-07-13 12:31:24,12:88
kfu-s-93,91,1.6969353000894842,0.0,1.6969353000894842,0.0,2024-07-13 12:32:24,86:14
sta-f-83,92,4.316777606155481,0.0,4.316777606155481,0.0,2024-07-13 12:32:42,93:7
tre-s-92,93,0.8027735439081959,0.0,0.8027735439081959,0.0,2024-07-13 12:33:16,68:32
uta-s-92,94,0.5905581564075503,0.0,0.5905581564075503,0.0,2024-07-13 12:36:31,73:27
yor-f-83,95,0.8431125159371015,0.0,0.8427672120696982,0.0,2024-07-13 12:37:53,99:1
car-s-91,96,0.6281997504764141,0.0,0.6276498971039801,0.0,2024-07-13 12:42:38,2:98
car-f-92,97,0.6896439053513115,0.0,0.6896439053513115,0.0,2024-07-13 12:44:46,51:49
ear-f-83,98,1.042745176628197,0.0,1.0420872818913547,0.0,2024-07-13 12:44:53,45:55
kfu-s-93,99,1.7349182253440145,0.0,1.7349182253440145,0.0,2024-07-13 12:45:37,40:60
